ID,Status,ItemType,ItemName,Ages,Location,TestID,IsArchived,Stock
WAIS-IV-654,1,Scoring,,,Computer-184 Side,WAIS-IV,0,14
WAIS-655,1,Scoring,,,Online Platform,WAIS,0,5
WASI-656,1,Form,Record Form,,Archive Third Floor,WASI,0,22
WASI-II-657,1,Kit,,,Second Floor,WASI-II,0,11
WASI-II-658,1,Form,Record Form,,Second Floor,WASI-II,0,20
WCST-659,1,Kit,Materials for practice in administration and scoring,,Second Floor,WCST,0,16
WCST-660,1,Manual,Revised and Expanded,,Second Floor,WCST,0,16
WCST-661,1,Form,Record Booklet,,Second Floor,WCST,0,10
WIAT-II-662,1,Form,Record Form,,Archive Third Floor,WIAT-II,0,9
WIAT-II-663,1,Form,Response Booklet,,Archive Third Floor,WIAT-II,0,23
WIAT-II-664,1,Install Disk,Scoring Assistant Windows Version 1.0,,Archive Third Floor,WIAT-II,0,11
WIAT-II-665,1,CD,Scoring Assistant Windows Version 1.0,,Archive Third Floor,WIAT-II,0,4
WIAT-III-666,1,Kit,,,Second Floor,WIAT-III,0,14
WIAT-III-667,1,CD,Audio CD,,Second Floor,WIAT-III,0,5
WIAT-III-668,1,CD,Scoring Assistant Windows Version 1.0,,Second Floor,WIAT-III,0,11
WIAT-III-669,1,CD,Scoring Assistant Windows Version 1.0.2,,Second Floor,WIAT-III,0,6
WIAT-III-670,1,CD,Technical Manual with Supplementary Materials      ,,Second Floor,WIAT-III,0,4
WIAT-III-671,1,Form,Record Form,,Second Floor,WIAT-III,0,23
WIAT-III-672,1,Form,Response Booklet,,Second Floor,WIAT-III,0,10
WIAT-673,1,Scoring,,,Online Platform,WIAT,0,23
WISC-III-674,1,Form,Canadian Record Form,,Archive Third Floor,WISC-III,0,13
WISC-III-675,1,Form,Mazes Response Booklet,,Archive Third Floor,WISC-III,0,18
WISC-III-676,1,Form,Symbol Search Response Booklet,,Archive Third Floor,WISC-III,0,13
WISC-IV-677,1,Kit,French version (in kit with WAIS-III French),,Archive Third Floor,WISC-IV,0,14
WISC-IV-678,1,CD,Scoring Assistant Windows Version 1.0.3,,Archive Third Floor,WISC-IV,0,24
WISC-IV-679,1,Manual,,,Archive Third Floor,WISC-IV,0,13
WISC-IV-680,1,Book,Technical Report #4 General Ability Index,,Archive Third Floor,WISC-IV,0,12
WISC-IV-681,1,Form,Record Form Canadian Edition,,Archive Third Floor,WISC-IV,0,12
WISC-IV-682,1,Form,Integrated Record Form,,Archive Third Floor,WISC-IV,0,14
WISC-IV-683,1,Form,Coding Symbol Search Response Booklet 1***,,Archive Third Floor,WISC-IV,0,4
WISC-IV-684,1,Form,Cancellation Response Booklet 2,,Archive Third Floor,WISC-IV,0,2
WISC-IV-685,1,Form,Integrated Response Booklet 3,,Archive Third Floor,WISC-IV,0,5
WISC-V-686,1,Kit,,,Second Floor,WISC-V,0,14
WISC-V-687,1,Form,Record Form***,,Second Floor,WISC-V,0,0
WISC-V-688,1,Form,Response Booklet 1*** Coding Symbol Search,,Second Floor,WISC-V,0,13
WISC-V-689,1,Form,Response Booklet 2*** Cancellation,,Second Floor,WISC-V,0,23
WIST-690,1,Manual,Objective Measurement of Schizophrenic Thinking: A Practical and Theoretical Guide to the Whitaker Index of Schizophrenic Thinking,,Archive Third Floor,WIST,0,5
WJ III-691,1,CD,Compuscore and Profiles Program Version 2.1,,Archive Third Floor,WJ III,0,9
WJ III-692,1,Form,Test Record Tests of Cognitive Abilities Standard and Extended Batteries,,Archive Third Floor,WJ III,0,19
WJ III-693,1,Form,Subject Response Booklet Tests of Cognitive Abilities Extended Battery,,Archive Third Floor,WJ III,0,22
WJ IV-694,1,Book,Test Book Tests of Oral Language Tests 1-12,,Second Floor,WJ IV,0,16
WJ IV-695,1,CD,Tests of Oral Language Audio Recording,,Second Floor,WJ IV,0,7
WJ IV-696,1,CD,Tests of Cognitive Abilities Audio Recording,,Second Floor,WJ IV,0,15
WJ IV-697,1,Form,Test Record Tests of Oral Language,,Second Floor,WJ IV,0,20
WJ IV-698,1,Book,Examiner Training Workbook Tests of Achievement,,Second Floor,WJ IV,0,22
WJ IV-699,1,Book,Examiner Training Workbook Tests of Cognitive Abilities,,Second Floor,WJ IV,0,16
WJ IV-700,1,Book,Examiner Training Workbook Tests of Oral Language,,Second Floor,WJ IV,0,23
WJ IV-701,1,Manual,Tests of Achievement,,Second Floor,WJ IV,0,5
WJ IV-702,1,Manual,Tests of Cognitive Abilities,,Second Floor,WJ IV,0,2
WJ IV-703,1,Manual,Tests of Oral Language,,Second Floor,WJ IV,0,20
WJ IV-704,1,CD,Tests of Achievement Audio Recording,,Second Floor,WJ IV,0,18
WJ IV-705,1,Book,Standard Test Book** Tests of Achievement Form A Tests 1-11,,Second Floor,WJ IV,0,2
WJ IV-706,1,Book,Extended Test Book Tests of Achievement Tests 12-20,,Second Floor,WJ IV,0,4
WJ IV-707,1,Book,Standard Test Book Tests of Cognitive Abilities Tests 1-10,,Second Floor,WJ IV,0,23
WJ IV-708,1,Book,Extended Test Book Tests of Cognitive Abilities Tests 11-18,,Second Floor,WJ IV,0,4
WJ IV-709,1,Form,Response Booklet Tests of Achievement Standard and Extended Batteries Form A,,Second Floor,WJ IV,0,15
WJ IV-710,1,Book,"Scoring Guides Test 9, 10, and 15 Tests of Achievement Form A",,Second Floor,WJ IV,0,5
WJ IV-711,1,Form,Test Record Tests of Achievement Standard and Extended Batteries Form A,,Second Floor,WJ IV,0,20
WJ IV-712,1,Form,Response Booklet Tests of Cognitive Abilities Standard and Extended Batteries,,Second Floor,WJ IV,0,4
WJ IV-713,1,Book,"Scoring Guides Test 4, 11, & 17 Tests of Cognitive Abilities",,Second Floor,WJ IV,0,25
WJ IV-714,1,Form,Test Record Tests of Cognitive Abilities Standard and Extended Batteries,,Second Floor,WJ IV,0,8
WMS-IV -715,1,CD,Scoring Assistant Windows Version 1.0,,Second Floor,WMS-IV ,0,14
WMS-IV -716,1,CD,Training CD,,Second Floor,WMS-IV ,0,1
WMS-IV -717,1,Form,Response Booklet for Brief Cognitive Status Exam and Visual Reproduction I and II,,Second Floor,WMS-IV ,0,17
WMS-IV -718,1,Form,Record Form Adult Battery,16 to 69,Second Floor,WMS-IV ,0,11
WMS-IV -719,1,Form,Record Form Older Adult Battery,65 to 90,Second Floor,WMS-IV ,0,7
WMS-IV -720,1,Kit,Testing materials Scoring Template Stimulus books 1 and 2 2 manuals,,Second Floor,WMS-IV ,0,5
WMT-721,1,Manual,For Windows,,Second Floor,WMT,0,3
WMT-722,1,CD,,,Second Floor,WMT,0,6
WPPSI-III-723,1,Form,Record Form,2:6 to 3:11,Archive Third Floor,WPPSI-III,0,12
WPPSI-III-724,1,Form,Record Form,4:0 to 7:3,Archive Third Floor,WPPSI-III,0,22
WPPSI-III-725,1,Form,Response Booklet,,Archive Third Floor,WPPSI-III,0,7
WPPSI-IV-726,1,Kit,,,Second Floor,WPPSI-IV,0,23
WPPSI-IV-727,1,Form,Record Form,2:6 to 3:11,Second Floor,WPPSI-IV,0,23
WPPSI-IV-728,1,Form,Record Form,4:0 to 7:7,Second Floor,WPPSI-IV,0,0
WPPSI-IV-729,1,Form,Response Booklet 1 Bug Search,,Second Floor,WPPSI-IV,0,1
WPPSI-IV-730,1,Form,Response Booklet 2 Cancellation,,Second Floor,WPPSI-IV,0,10
WPPSI-IV-731,1,Form,Response Booklet 3 Animal Coding,,Second Floor,WPPSI-IV,0,4
WRAML2-732,1,Kit,,,Archive Third Floor,WRAML2,0,18
WRAML2-733,1,Form,Picture Memory Response Form,,Archive Third Floor,WRAML2,0,9
WRAML2-734,1,Form,Picture Memory Recognition Form,,Archive Third Floor,WRAML2,0,7
WRAML2-735,1,Form,Design Memory Response Form,,Archive Third Floor,WRAML2,0,0
WRAML2-736,1,Form,Design Memory Recognition Form,,Archive Third Floor,WRAML2,0,2
WRAML3-737,1,Kit,,,Second Floor,WRAML3,0,23
WRAML3-738,1,Form,Brief Record Form,,Second Floor,WRAML3,0,15
WRAML3-739,1,Form,Brief Response Booklet,,Second Floor,WRAML3,0,2
WRAML3-740,1,Form,Record Form,,Second Floor,WRAML3,0,1
WRAML3-741,1,Form,Recall Response Booklet,,Second Floor,WRAML3,0,19
WRAML3-742,1,Form,Recognition Response Booklet,,Second Floor,WRAML3,0,15
WRAT4-743,1,Manual,Professional Manual,,Archive Third Floor,WRAT4,0,5
WRAT4-744,1,Kit,,,Archive Third Floor,WRAT4,0,25
WRAT4-745,1,Form,Blue Test Form,,Archive Third Floor,WRAT4,0,23
WRAT4-746,1,Form,Blue Response Form,,Archive Third Floor,WRAT4,0,21
WRAT4-747,1,Form,Blue Sentence Comprehension Test Form****,,Archive Third Floor,WRAT4,0,23
WRAT4-748,1,Form,Green Sentence Comprehension Test Form,,Archive Third Floor,WRAT4,0,8
WRAT4-749,1,Form,Green Test Form,,Archive Third Floor,WRAT4,0,8
WRAT4-750,1,Form,Green Response Form,,Archive Third Floor,WRAT4,0,23
16PF-5-751,1,Manual,Administrator's Manual***,,Second Floor,16PF-5,0,16
16PF-5-752,1,Book,Questionnaire Booklet,,Second Floor,16PF-5,0,11
16PF-5-753,1,Form,Answer Sheet,,Second Floor,16PF-5,0,22
16PF-5-754,1,Form,Individual Record Form Profile Sheet,,Second Floor,16PF-5,0,11
CBT-755,1,CD,Constructing NEW Core Beliefs,,Second Floor,CBT,0,14
CBT-756,1,CD,Cognitive Therapy for Panic Disorder,,Second Floor,CBT,0,19
CBT-757,1,CD,CBT for Social Anxiety,,Second Floor,CBT,0,25
CBT-758,1,CD,Guided Discovery Using Socratic Dialogue,,Second Floor,CBT,0,6
CBT-759,1,CD,Collaborative Case Conceptualization,,Second Floor,CBT,0,23
CBT-760,1,CD,Constructing NEW Underlying Assumptions & Behavioral Experiments,,Second Floor,CBT,0,24
CBT-761,1,CD,Testing Automatic Thoughts with Thought Records,,Second Floor,CBT,0,19
IDK-762,1,CD,Preventing Neurotrauma A Casebook of Evidence Based Practices,,Second Floor,IDK,0,10
